DATE,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,SO2,NO2,O3,CO,PM10,PM2.5,AQI
2023-12-25 00:00:00,-9.4,1001.4,48.0,0.3,12400.0,4.9,1033.3,3.0,0.0,236.0,234.0,4.6,236.0,5.6,0.0,57080,16831.621,0.001733106,-2.6294556,-10.139404,1017.39,1033.1188,1.9155273,2.3838196,56.2807731628418,3.058078,218.78375,11.649827876785722,33.53355124456358,43.47722476548424,0.62793486651387,55.45703061473133,26.3417777093652,52.004174093121264
2023-12-25 01:00:00,-9.9,1000.9,46.0,0.4,12800.0,4.8,1032.7,2.9,0.0,238.0,239.0,5.4,238.0,5.9,0.0,57080,16829.71,0.0017222376,-2.5959167,-10.223785,1017.1356,1032.85,2.1879578,2.2331238,55.77496337890625,3.1263397,224.41469,11.27710714973475,34.85899741439791,39.25990440525284,0.581507479133511,60.02379357243822,27.22093076416868,54.728446952823774
2023-12-25 02:00:00,-9.6,1000.9,48.0,0.1,12900.0,3.6,1032.7,2.9,0.0,223.0,230.0,3.9,222.0,5.1,0.0,57080,16825.762,0.0017142328,-2.8137512,-10.285736,1016.67883,1032.3868,2.123825,2.000702,56.395118713378906,2.9177802,226.70985,11.904479195522574,33.18636726262757,38.181312546207,0.5701689567942814,53.18376296491782,28.09979921012104,51.35761048738924
2023-12-25 03:00:00,-9.7,1000.8,49.0,-0.3,12600.0,5.0,1032.6,2.9,0.0,225.0,228.0,5.3,225.0,6.3,0.0,57080,16822.592,0.0017143124,-3.1404114,-10.290802,1016.37964,1032.0863,1.8955078,1.8973083,57.76775741577149,2.6819263,224.97281,15.28707163816478,34.75287703183354,33.85493591091471,0.6317983927537166,51.56586769717751,29.72789935472313,50.049273763700114
2023-12-25 04:00:00,-9.7,1000.7,51.0,-0.8,12500.0,2.9,1032.5,2.9,0.0,210.0,215.0,2.9,210.0,3.6,0.0,57080,16821.389,0.0017137005,-3.4422302,-10.2969055,1016.11896,1031.8363,1.7058868,1.59729,59.04645538330078,2.3369608,226.88301,14.999861273719125,42.42138710664564,23.56276252754284,0.6470004413327929,57.96878171849344,32.7060773580015,52.67505164739497
2023-12-25 05:00:00,-9.4,1000.4,52.0,-0.8,11800.0,3.4,1032.2,3.0,0.0,233.0,231.0,3.4,234.0,4.3,0.0,57080,16818.164,0.0017168366,-3.811493,-10.278442,1015.70935,1031.4243,1.5606079,1.3106537,60.7862434387207,2.0379672,229.97528,16.155354933870445,44.33050196159935,20.51632587734011,0.7276718958244023,65.55727737856333,35.04884636482029,56.65528485858324
2023-12-25 06:00:00,-9.4,1000.1,55.0,-1.5,11400.0,1.3,1032.0,3.0,0.0,201.0,186.0,1.3,209.0,1.9,0.0,57080,16819.488,0.0017156692,-4.2242737,-10.286713,1015.65436,1031.3856,1.4963226,1.031601,62.65216064453125,1.8174659,235.41669,15.485994859934229,44.29458413897535,18.787544818968257,0.7326108611088694,66.94429703304806,36.29597586464499,56.90757470902377
2023-12-25 07:00:00,-10.2,1000.6,48.0,-0.5,12200.0,2.0,1032.5,2.8,0.0,224.0,212.0,1.3,224.0,2.4,0.0,57080,16824.02,0.0017137945,-4.6315613,-10.298798,1015.83026,1031.5881,1.7024994,0.601593,64.54351806640625,1.8056629,250.5387,17.091101419037276,43.44909154163209,18.00815228738967,0.82985510348837,67.46654531785853,37.52029207029445,57.98226457290965
2023-12-25 08:00:00,-9.1,1000.6,57.0,-1.7,11000.0,2.6,1032.6,3.1,0.0,209.0,208.0,2.4,207.0,3.2,0.0,57080,16417.17,0.0016824923,-4.4812317,-10.51889,1016.85443,1032.69,1.3887329,0.49038696,62.7139778137207,1.4727724,250.55095,13.311211097158129,51.64476964904398,10.005671902181916,0.92985510348837,75.91583394985675,43.52438826913047,65.55532047701546
2023-12-25 09:00:00,-8.6,1001.2,53.0,-0.2,10600.0,1.1,1033.2,3.2,0.0,177.0,190.0,1.0,175.0,1.2,0.0,57080,16841.334,0.0016480223,-2.349884,-10.78006,1016.895,1032.76,1.1499329,1.0644531,52.395320892333984,1.5669736,227.21063,11.271815060214532,51.17508349150429,12.10633526009788,1.0522023773067282,89.28709107312307,46.6780848800522,71.25281840098818
2023-12-25 10:00:00,-7.9,1001.6,53.0,0.6,10200.0,1.8,1033.5,3.4,0.0,199.0,192.0,2.2,202.0,2.0,0.0,57080,17184.938,0.0016041436,0.10269165,-11.1091,1017.53424,1033.4281,0.76474,0.4411316,42.6411018371582,0.8828501,240.02199,14.33289030385107,44.73751816598784,26.11958212786205,0.9856339760628255,83.67754760819804,46.320721006654765,68.94587993462692
2023-12-25 11:00:00,-7.0,1001.4,50.0,2.4,10400.0,0.3,1033.3,3.6,0.0,299.0,282.0,0.8,284.0,0.8,0.0,57080,17884.28,0.0014914172,2.2179565,-12.020111,1017.3806,1033.1957,0.34474182,-0.30184937,34.04727554321289,0.45821387,311.20477,15.655197404872917,42.937761541410126,35.43060813506084,0.9745260948383372,83.53897228806237,43.00407961418848,68.53970163725235
2023-12-25 12:00:00,-6.8,999.8,46.0,3.7,11600.0,1.3,1031.6,3.7,0.0,39.0,22.0,0.9,37.0,1.8,0.0,57080,17924.074,0.001342677,4.2431946,-13.335968,1015.77625,1031.4525,-0.5319214,-0.7484436,26.521625518798828,0.9182092,35.40152,14.751341963708558,41.33207374227426,45.55060657283244,0.9052019359739352,75.3943546773436,43.93566208615211,68.12611591841096
2023-12-25 13:00:00,-13.2,998.5,27.0,4.1,12800.0,1.7,1030.2,2.2,0.0,13.0,23.0,1.7,10.0,2.0,0.0,57080,17904.945,0.0012941095,5.755371,-13.808868,1014.1843,1029.7544,-0.8308258,-0.8966522,22.96982192993164,1.2223979,42.81778,14.109451733097556,35.086671114653186,55.25849780603458,0.9132675326017072,71.69143320912067,41.88869421310646,65.91778105566097
2023-12-25 14:00:00,-12.4,997.3,28.0,4.5,14000.0,1.9,1028.9,2.4,0.0,53.0,30.0,1.3,53.0,2.1,0.0,57080,17889.752,0.0013103115,6.644928,-13.668335,1012.90735,1028.3938,-1.0610657,-0.93663025,21.845050811767575,1.4153221,48.56433,12.959397992454162,33.35330444512368,62.65122665460655,0.787539430038554,57.71184206996086,36.47159687433189,60.66808869210252
2023-12-25 15:00:00,-10.4,996.6,30.0,5.8,14000.0,1.3,1028.2,2.8,0.0,24.0,14.0,0.9,19.0,1.5,0.0,57080,17883.123,0.0013617552,6.7709045,-13.207306,1012.0669,1027.5094,-1.5314178,-1.1429291,22.48830223083496,1.910897,53.26526,12.926581002459812,34.85727654665441,63.22413065997188,0.7367225750394125,54.02950218125781,36.33441786911156,59.35105205599433
2023-12-25 16:00:00,-10.2,996.1,31.0,5.6,13500.0,0.3,1027.7,2.8,0.0,41.0,40.0,0.5,39.0,0.4,0.0,57080,17884.748,0.0024078279,4.8267517,-5.9859924,1012.00354,1027.4481,-1.4495392,-0.85494995,45.48964691162109,1.6828854,59.46753,13.230709706921113,39.61823401384126,58.75592256599078,0.7171310588415537,60.39879321947989,40.49544015285685,63.349496339474
2023-12-25 17:00:00,-10.3,995.9,32.0,5.0,13900.0,1.0,1027.5,2.8,0.0,18.0,3.0,1.0,22.0,1.6,0.0,57080,17822.475,0.0018836458,0.84332275,-9.152161,1011.97906,1027.4269,-2.5354156,-1.4394684,47.20141220092773,2.9155447,60.41449,13.40765806202219,42.77454426665297,54.1574390598616,0.751112155263336,65.12564576388225,43.859516024637685,68.90932271727468
2023-12-25 18:00:00,-9.9,996.1,37.0,3.4,11900.0,1.9,1027.9,2.9,0.0,345.0,355.0,1.9,344.0,2.2,0.0,57080,17826.78,0.0017199378,0.9958801,-10.303986,1011.9961,1027.4513,-2.1134033,-1.4206848,42.62887191772461,2.5465307,56.089966,13.152031295591566,61.25892511491117,31.945656217541192,0.8152108218670537,78.89193042814205,50.36528539064288,76.9671610793009
2023-12-25 19:00:00,-10.6,996.3,36.0,3.0,12000.0,0.7,1028.0,2.7,0.0,149.0,159.0,0.8,148.0,0.7,0.0,57080,17833.662,0.0016725615,2.5168457,-10.65097,1012.33844,1027.8007,-0.6757965,-1.4771423,37.19358444213867,1.6243923,24.584229,13.245367415943864,70.23000849887919,20.425712038293376,0.9860939097591196,91.7591869889066,57.168244551665055,84.03719103697716
2023-12-25 20:00:00,-9.1,996.5,41.0,2.8,11100.0,0.7,1028.3,3.1,0.0,193.0,194.0,0.9,194.0,0.7,0.0,57080,17131.68,0.0018908668,-1.1567078,-9.098816,1012.3153,1027.8219,-0.19224548,-1.9838562,54.81223678588867,1.9931492,5.534973,13.338703536296162,79.20109188284721,8.905767859045568,1.156976997651185,104.62644354967112,63.971203712687206,91.1072209946534
2023-12-25 21:00:00,-9.1,996.4,42.0,2.5,11900.0,1.3,1028.2,3.1,0.0,282.0,280.0,0.9,280.0,1.4,0.0,57080,17133.43,0.0017939159,1.0871277,-9.765839,1012.3306,1027.8462,0.46548462,-0.43980408,44.186073303222656,0.64039326,313.37512,11.423775448897356,72.54659417920026,7.740933464822431,1.1458926727134455,112.46194208540496,58.98599666776696,87.2392680468462
2023-12-25 22:00:00,-10.9,996.6,37.0,2.3,12400.0,1.0,1028.3,2.7,0.0,194.0,214.0,0.8,203.0,1.1,0.0,57080,17140.363,0.0017267272,-0.6595459,-10.245117,1012.6568,1028.19,1.2477264,-0.21255493,48.28368377685547,1.2657018,279.66776,11.247062656663768,64.83504297558426,10.068773988073763,1.0665919575306515,97.42714118034806,57.81848254945926,81.02612754957782
