datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,O3,CO,PM10,PM2.5,AQI,ec_blh,ec_cbh,ec_d2m,ec_fal,ec_hcc,ec_lcc,ec_mcc,ec_msl,ec_rh,ec_sf,ec_sh2,ec_sp,ec_t2m,ec_tp,ec_u10,ec_v10,ec_vis,ec_wd,ec_ws,lon,lat
2023-12-25 00:00:00,-9.4,1001.4,48.0,0.3,12400.0,4.9,1033.3,3.0,0.0,236.0,234.0,4.6,236.0,5.6,0.0,57080,10.552994265364745,32.96563302309048,43.47722476548423,0.6019142280307117,55.45703061473133,26.013603138944422,51.89916142937497,75.73,,-10.14,0.18,0.0,0.0,0.0,1033.12,56.28,0.0,0.0,1017.39,-2.63,0.0,1.92,2.38,16831.62,218.78,3.06,112.98,34.81
2023-12-25 01:00:00,-9.9,1000.9,46.0,0.4,12800.0,4.8,1032.7,2.9,0.0,238.0,239.0,5.4,238.0,5.9,0.0,57080,10.43849459660934,34.7559154675499,39.25990440525283,0.6014175117409277,60.02379357243822,26.892756193747907,54.6234342890775,83.19,,-10.22,0.18,0.0,0.0,0.0,1032.85,55.77,0.0,0.0,1017.14,-2.6,0.0,2.19,2.23,16829.71,224.41,3.13,112.98,34.81
2023-12-25 02:00:00,-9.6,1000.9,48.0,0.1,12900.0,3.6,1032.7,2.9,0.0,223.0,230.0,3.9,222.0,5.1,0.0,57080,10.867993260094746,32.99216521930386,38.181312546206996,0.5892942221907138,53.18376296491782,27.771624639700267,51.25259782364295,78.32,,-10.29,0.18,0.0,0.0,0.0,1032.39,56.4,0.0,0.0,1016.68,-2.81,0.0,2.12,2.0,16825.76,226.71,2.92,112.98,34.81
2023-12-25 03:00:00,-9.7,1000.8,49.0,-0.3,12600.0,5.0,1032.6,2.9,0.0,225.0,228.0,5.3,225.0,6.3,0.0,57080,13.263395832519635,34.96242744392399,33.85493591091471,0.6019448222162509,51.5658676971775,29.399724784302364,49.94426109995383,71.36,,-10.29,0.18,0.0,0.0,0.0,1032.09,57.77,0.0,0.0,1016.38,-3.14,0.0,1.9,1.9,16822.59,224.97,2.68,112.98,34.81
2023-12-25 04:00:00,-9.7,1000.7,51.0,-0.8,12500.0,2.9,1032.5,2.9,0.0,210.0,215.0,2.9,210.0,3.6,0.0,57080,13.263395832519635,40.5600945753021,23.562762527542834,0.6025672741737229,57.96878171849343,32.37790278758073,52.57003898364868,61.39,,-10.3,0.18,0.0,0.0,0.0,1031.84,59.05,0.0,0.0,1016.12,-3.44,0.0,1.71,1.6,16821.39,226.88,2.34,112.98,34.81
2023-12-25 05:00:00,-9.4,1000.4,52.0,-0.8,11800.0,3.4,1032.2,3.0,0.0,233.0,231.0,3.4,234.0,4.3,0.0,57080,14.289881583808281,43.65408846485928,20.516325877340105,0.708094380149282,65.55727737856333,34.72067179439952,56.55027219483696,52.0,,-10.28,0.18,0.0,0.0,0.0,1031.42,60.79,0.0,0.0,1015.71,-3.81,0.0,1.56,1.31,16818.16,229.98,2.04,112.98,34.81
2023-12-25 06:00:00,-9.4,1000.1,55.0,-1.5,11400.0,1.3,1032.0,3.0,0.0,201.0,186.0,1.3,209.0,1.9,0.0,57080,13.16420127274553,43.679430616968354,18.787544818968257,0.7100614261790239,66.94429703304807,35.96780129422421,56.80256204527749,43.56,,-10.29,0.18,0.0,0.0,0.0,1031.39,62.65,0.0,0.0,1015.65,-4.22,0.0,1.5,1.03,16819.49,235.42,1.82,112.98,34.81
2023-12-25 07:00:00,-10.2,1000.6,48.0,-0.5,12200.0,2.0,1032.5,2.8,0.0,224.0,212.0,1.3,224.0,2.4,0.0,57080,14.877813928628548,42.60471034739847,18.008152287389667,0.8045193930977081,67.46654531785853,37.192117499873675,57.87725190916338,35.47,,-10.3,0.18,0.0,0.0,0.0,1031.59,64.54,0.0,0.0,1015.83,-4.63,0.0,1.7,0.6,16824.02,250.54,1.81,112.98,34.81
2023-12-25 08:00:00,-9.1,1000.6,57.0,-1.7,11000.0,2.6,1032.6,3.1,0.0,209.0,208.0,2.4,207.0,3.2,0.0,57080,12.092864665451112,49.83865411944773,10.005671902181918,0.9054405615858805,75.91583394985673,43.1962136987097,65.45030781326916,35.52,,-10.52,0.18,0.0,0.0,0.0,1032.69,62.71,0.0,0.0,1016.85,-4.48,0.0,1.39,0.49,16417.17,250.55,1.47,112.98,34.81
2023-12-25 09:00:00,-8.6,1001.2,53.0,-0.2,10600.0,1.1,1033.2,3.2,0.0,177.0,190.0,1.0,175.0,1.2,0.0,57080,10.583776137446376,49.72695000386835,12.106335260097879,0.9929627761684099,89.28709107312307,46.34991030963143,71.14780573724188,54.55,,-10.78,0.18,0.0,0.0,0.0,1032.76,52.4,0.0,0.0,1016.9,-2.35,0.0,1.15,1.06,16841.33,227.21,1.57,112.98,34.81
2023-12-25 10:00:00,-7.9,1001.6,53.0,0.6,10200.0,1.8,1033.5,3.4,0.0,199.0,192.0,2.2,202.0,2.0,0.0,57080,13.500694464213044,43.50899930447214,26.119582127862046,0.9116676939643107,83.67754760819804,45.99256268854052,68.84086727088065,129.46,,-11.11,0.17,0.0,0.0,0.0,1033.43,42.64,0.0,0.0,1017.53,0.1,0.0,0.76,0.44,17184.94,240.02,0.88,112.98,34.81
2023-12-25 11:00:00,-7.0,1001.4,50.0,2.4,10400.0,0.3,1033.3,3.6,0.0,299.0,282.0,0.8,284.0,0.8,0.0,57080,13.968888975845246,41.98134891849889,35.43060813506084,0.9102097995277927,83.53897228806235,42.67592129607424,68.43468897350606,189.33,,-12.02,0.17,0.0,0.0,0.0,1033.2,34.05,0.0,0.0,1017.38,2.22,0.0,0.34,-0.3,17884.28,311.2,0.46,112.98,34.81
