DATE,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,PM10,O3,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2025-07-17 00:00:00,27.1,998.8,89.0,29.2,18700.0,1.2,1004.6,36.0,0.0,353.0,357.0,1.2,353.0,1.2,0.0,59297,6.721598504713482,17.180395398329328,0.500002656140522,29.770810588516625,41.08478766529504,13.50403192960674,29.604916588512594,25041.705078125,0.021398257464170456,28.051910400390625,26.258941650390625,1004.46142578125,1004.2481079101562,0.936248779296875,-0.1505126953125,91.16139221191406,0.9482699036598206,279.1328125,13872.515,0.0,67.7589,0.17207937,0.013916016,0.00045776367,0.94854736,0.0
2025-07-17 00:00:00,26.5,994.3,94.0,27.6,7600.0,1.0,1004.1,34.7,0.0,44.0,34.0,1.1,45.0,1.2,10.0,59290,5.925616545557798,18.10464277699703,0.5919000219106674,33.93673404760966,77.59642183169379,16.839837057142876,34.88159883129897,26511.705078125,0.019848059862852097,27.190582275390625,24.610504150390625,980.971435546875,1004.5531005859375,0.131561279296875,1.0360107421875,86.8501205444336,1.0443307161331177,187.23715209960938,4842.0146,0.0,80.0089,0.16052847,0.036712646,0.0152282715,0.9978943,0.0
2025-07-17 00:00:00,26.6,992.1,85.0,29.5,30000.0,1.0,1004.4,35.0,0.0,315.0,222.0,0.8,328.0,1.3,0.0,59298,5.823517048525552,15.80867829424334,0.4489627108239079,29.95370846488669,41.01104615375896,13.913900172217446,29.33640973001297,19967.705078125,0.022318076342344284,28.061676025390625,26.878082275390625,999.42138671875,1004.2681274414062,-0.025665283203125,-0.0577392578125,94.5490493774414,0.06318645924329758,23.965301513671875,14131.015,0.0,11.758902,0.15071706,0.0,0.000579834,0.95996094,0.0
2025-07-17 00:00:00,25.5,994.9,81.0,29.2,30000.0,0.7,1004.6,32.8,0.0,215.0,245.0,0.8,210.0,0.7,0.0,59492,5.979319903179814,15.94196658833852,0.5000321266019263,25.89925496330108,39.03185440661441,12.886069189364926,26.18888412557693,20309.705078125,0.021884631365537643,27.872222900390625,26.596832275390625,1002.2714233398438,1004.1806030273438,-1.096954345703125,2.2498779296875,94.0113754272461,2.5030500888824463,154.00791931152344,14154.515,0.0,238.5089,0.17006521,0.0,0.00048828125,0.98339844,0.0
2025-07-17 01:00:00,26.2,998.2,83.0,29.5,23300.0,1.5,1004.0,34.2,0.0,246.0,242.0,1.2,245.0,1.8,0.0,59297,6.499538359677384,17.180395398329328,0.500002656140522,30.224751842117858,34.28989033690667,13.853881248004036,30.058857842113824,22696.7265625,0.02145070768892765,27.886383056640625,26.300445556640625,1004.5826416015625,1004.364990234375,1.4239044189453125,-0.00262451171875,92.28345489501953,1.4239068031311035,270.1056213378906,407.78937,0.0,163.9912,0.17207937,0.03161621,0.0008544922,0.9411316,0.0
2025-07-17 01:00:00,26.8,991.6,89.0,28.9,30000.0,0.0,1003.9,35.4,0.0,310.6666666666667,290.0,0.0,328.0,0.0,0.0,59298,5.892279982383684,16.36612436108385,0.4489627108239079,31.0933790617856,34.27380352722433,14.66521311762947,30.476080326911887,19962.7265625,0.022437283769249916,27.755523681640625,26.970367431640625,999.5926513671875,1004.4450073242188,0.2051544189453125,-0.57684326171875,96.7857894897461,0.612238883972168,340.42205810546875,13521.789,0.0,28.616203,0.15071706,0.0,0.0012817383,0.9593506,0.0
2025-07-17 01:00:00,25.8,994.4,85.0,28.6,30000.0,1.8,1004.1,33.2,0.0,178.0,175.0,1.9,189.0,2.3,0.0,59492,6.506104563376116,18.013990805518894,0.5314721943520513,27.14545302623484,30.669313798260884,14.283472958861491,27.33853913441873,20306.7265625,0.021938512101769447,27.634429931640625,26.644195556640625,1002.5826416015625,1004.4974975585938,-0.6786346435546875,1.81573486328125,95.59219360351562,1.9384112358093262,159.50668334960938,844.78937,0.0,200.1162,0.17006521,0.040527344,0.0013427734,0.9624634,0.0
2025-07-17 01:00:00,26.1,993.9,94.0,27.2,6700.0,0.5,1003.6,33.9,0.0,79.0,355.0,0.3,93.0,0.9,10.0,59290,5.950593511957501,17.173325753523965,0.5919000219106674,29.32843833495409,71.617528086152,14.546669247479151,30.44275521672648,23242.7265625,0.02003164030611515,26.788726806640625,24.763336181640625,981.0426635742188,1004.6500244140625,0.2354278564453125,1.20245361328125,89.75614929199219,1.2252839803695679,191.07778930664062,931.28937,0.0,162.8662,0.16052847,0.08416748,0.011688232,0.9915161,0.0
2025-07-17 02:00:00,25.9,993.9,85.0,28.7,30000.0,2.0,1003.5,33.4,0.0,138.0,128.0,1.5,138.0,2.3,0.0,59492,6.506104563376116,18.887425354485572,0.5314721943520513,27.583946712749672,23.21632223599069,13.886069189364926,27.68048976684162,20300.673828125,0.02195282094180584,27.441802978515625,26.646881103515625,1002.1500244140625,1004.0599975585938,-0.8310089111328125,1.2926177978515625,96.69815826416016,1.5366966724395752,147.26351928710938,844.0718,0.0,115.18028,0.17006521,0.054016113,0.0020446777,0.8328552,0.0
2025-07-17 02:00:00,26.6,991.1,89.0,28.7,30000.0,0.1,1003.4,35.0,0.0,306.3333333333333,358.0,0.5,28.0,0.3,0.0,59298,5.957889982383684,18.86311020554048,0.4489627108239079,31.415148924357705,26.36272243741621,14.88496802732033,30.79785018948399,19958.673828125,0.02232999913394451,27.502349853515625,26.883209228515625,999.219970703125,1004.072509765625,0.0859832763671875,-0.6116790771484375,97.72461700439453,0.6176928281784058,351.9984130859375,465.07178,0.0,35.180286,0.15071706,0.054840088,0.0017089844,0.07510376,0.0
