datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,O3,CO,PM10,PM2.5,AQI,ec_blh,ec_cbh,ec_d2m,ec_fal,ec_hcc,ec_lcc,ec_mcc,ec_msl,ec_rh,ec_sf,ec_sh2,ec_sp,ec_t2m,ec_tp,ec_u10,ec_v10,ec_vis,ec_wd,ec_ws,lon,lat
2025-05-02 00:00:00,4.8,857.7,40.0,18.7,7000.0,0.0,1002.8,8.6,0.0,106.0,114.0,0.2,90.0,0.2,6.0,51818,5.524183089085677,48.71399156393609,51.038277432530606,0.7346342583766156,173.2508730964499,61.175430677264124,112.84662486752475,18.63,,-6.28,0.27,0.0,0.0,0.0,1004.49,12.37,0.0,0.0,854.63,24.64,0.0,0.01,0.47,13679.74,180.85,0.47,78.28,37.61
2025-05-02 01:00:00,5.4,858.1,47.0,16.8,8300.0,1.4,1003.4,9.0,0.0,246.0,281.0,1.4,245.0,1.5,6.0,51818,3.8327525572114864,31.741221992101224,59.50683813376552,0.4916345171607655,150.43705174223118,64.73605313049883,115.15158823953963,41.56,,-9.12,0.27,0.0,0.0,0.0,1005.27,10.39,0.0,0.0,855.0,23.86,0.0,0.85,1.58,13679.35,208.39,1.8,78.28,37.61
2025-05-02 02:00:00,-1.5,858.6,29.0,16.6,20000.0,1.4,1003.7,5.5,0.0,285.0,296.0,1.1,301.0,1.6,0.0,51818,4.578760551701026,20.843011964021468,65.37111441193399,0.38630896911316837,125.59250058487203,64.29345769669295,110.69354652100132,30.33,,-7.94,0.27,0.0,0.0,0.0,1005.77,14.65,0.0,0.0,855.31,19.75,0.0,2.28,2.08,13672.63,227.64,3.09,78.28,37.61
2025-05-02 03:00:00,-2.6,859.3,20.0,21.2,8200.0,2.2,1003.1,5.0,0.0,300.0,293.0,2.8,321.0,3.7,0.0,51818,3.898419653484645,14.880379710808006,69.12184977704723,0.38261088999710174,104.01623038074932,44.061150059828336,80.97794318454619,33.56,,-5.66,0.27,0.0,0.0,0.0,1005.55,19.72,0.0,0.0,855.23,17.8,0.0,2.91,2.47,13670.29,229.75,3.82,78.28,37.61
2025-05-02 04:00:00,1.9,859.4,29.0,20.5,6000.0,2.5,1003.2,7.0,0.0,277.0,281.0,1.9,276.0,3.5,6.0,51818,4.978297926063186,9.322851244146957,73.60066322080148,0.2995636318656361,117.19503178266284,31.467940669174027,84.58582064033376,42.51,,-5.56,0.27,0.0,0.0,0.0,1005.47,20.27,0.0,0.0,855.12,17.5,0.0,3.78,2.67,13670.87,234.74,4.63,78.28,37.61
2025-05-02 05:00:00,2.4,859.2,29.0,21.1,7100.0,2.8,1002.6,7.3,0.0,269.0,276.0,2.6,253.0,3.8,6.0,51818,4.976450988783297,8.000517645706012,75.70365417233494,0.259487814497472,113.34431411380201,28.204414359377864,81.88676866976503,125.91,,-6.78,0.27,0.0,0.0,0.0,1006.72,16.62,0.0,0.0,855.7,19.17,0.0,5.49,0.62,13669.54,263.59,5.52,78.28,37.61
2025-05-02 06:00:00,0.9,859.7,25.0,21.8,9000.0,4.3,1003.0,6.5,0.0,249.0,248.0,4.3,233.0,5.3,0.0,51818,3.8799632949170597,7.555986806540469,76.68980632553469,0.2682902184141322,110.48115867595654,32.24678555599691,80.94986630035531,335.76,,-4.17,0.27,0.13,0.0,0.0,1007.59,17.78,0.0,0.0,855.98,21.3,0.0,5.75,-0.9,13668.82,278.89,5.82,78.28,37.61
2025-05-02 07:00:00,0.9,860.2,26.0,21.1,7900.0,2.8,1003.8,6.5,0.0,254.0,258.0,3.3,248.0,3.8,0.0,51818,3.884559181668977,6.931262056567291,79.49136111765264,0.27149425939658745,134.0504240559059,42.87613954123756,91.25146850447913,321.1,,-2.52,0.27,0.0,0.0,0.0,1008.23,20.83,0.0,0.0,856.38,20.72,0.0,5.43,0.03,13662.55,269.68,5.43,78.28,37.61
2025-05-02 08:00:00,0.9,860.5,26.0,21.1,11400.0,2.7,1004.4,6.5,0.0,265.0,258.0,3.4,253.0,4.2,0.0,51818,4.987908348525709,7.198316220852228,82.23641033000314,0.28589195452813954,212.62178794320428,56.762334131857095,127.22462317538424,273.1,,-1.6,0.27,0.0,0.0,0.0,1009.45,23.67,0.0,0.0,857.26,19.76,0.0,5.55,1.86,13662.65,251.49,5.85,78.28,37.61
2025-05-02 09:00:00,1.5,860.7,27.0,21.2,18900.0,3.1,1005.8,6.8,0.0,257.0,261.0,2.5,259.0,4.0,0.0,51818,3.5003905153276804,11.67824544401083,77.3056162356076,0.286022664396826,166.30036784330315,61.96275710007066,113.92228529998908,246.78,,-1.62,0.27,0.0,0.0,0.0,1009.42,22.14,0.0,0.0,857.33,20.82,0.0,5.01,1.88,13661.08,249.41,5.35,78.28,37.61
2025-05-02 10:00:00,2.6,860.7,24.0,24.5,18400.0,1.9,1006.2,7.4,0.0,247.0,246.0,2.6,231.0,3.0,0.0,51818,3.7729451976602335,13.903721132257994,74.53078224783548,0.29926798201970317,133.00559799297974,42.23622438381263,91.1691743797884,446.46,,-1.8,0.27,0.04,0.0,0.0,1009.43,18.81,0.0,0.0,857.4,23.27,0.0,4.22,2.0,13664.98,244.67,4.67,78.28,37.61
